age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,study_efficiency,risk_score,social_stability,G1^2,G1_G2,G2^2,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,subject_portuguese
17,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14.0,12.0,13,4.0,0.032,4.0,196.0,168.0,144.0,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
19,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11.0,11.0,11,2.0,0.064,4.0,121.0,121.0,121.0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
18,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15.0,14.0,14,2.0,0.06766666666666668,5.0,225.0,210.0,196.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
17,2,2,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10.0,9.0,0,4.0,0.0,2.4000000000000004,100.0,90.0,81.0,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
18,4,3,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17.0,18.0,18,2.0,0.16200000000000003,2.4000000000000004,289.0,306.0,324.0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
18,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8.0,8.0,8,2.0,0.010666666666666668,4.0,64.0,64.0,64.0,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
18,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13.0,12.0,12,3.0,0.005333333333333334,5.0,169.0,156.0,144.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10.0,9.0,9,3.0,0.021333333333333336,3.0,100.0,90.0,81.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
18,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9.0,10.0,0,3.0,0.0,3.2,81.0,90.0,100.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17.0,17.0,17,2.0,0.19433333333333336,4.0,289.0,289.0,289.0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9.0,9.0,10,2.0,0.13566666666666666,4.0,81.0,81.0,81.0,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
18,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12.0,10.0,11,2.0,0.09266666666666667,4.0,144.0,120.0,100.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
18,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10.0,9.0,10,2.0,0.10333333333333333,4.0,100.0,90.0,81.0,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
18,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6.0,0.0,0,2.0,0.025,3.2,36.0,0.0,0.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
19,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9.0,9.0,9,0.6666666666666666,0.44666666666666666,4.0,81.0,81.0,81.0,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
18,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15.0,14.0,14,4.0,0.07133333333333333,3.2,225.0,210.0,196.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
18,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11.0,11.0,11,2.0,0.010666666666666668,4.0,121.0,121.0,121.0,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
17,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15.0,14.0,14,2.0,0.060666666666666674,2.4000000000000004,225.0,210.0,196.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
17,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10.0,10.0,10,2.0,0.010666666666666668,3.2,100.0,100.0,100.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
17,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12.0,12.0,12,2.0,0.10700000000000001,3.2,144.0,144.0,144.0,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
18,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10.0,9.0,9,2.0,0.4,3.2,100.0,90.0,81.0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
18,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9.0,9.0,9,1.0,0.19233333333333336,3.0,81.0,81.0,81.0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
18,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9.0,8.0,8,1.0,0.21333333333333335,1.6,81.0,72.0,64.0,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
18,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10.0,11.0,10,1.0,0.06766666666666668,4.0,100.0,110.0,121.0,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
17,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8.0,8.0,8,1.0,0.26,3.2,64.0,64.0,64.0,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
17,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11.0,9.0,10,0.5,0.3596666666666667,4.0,121.0,99.0,81.0,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
18,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12.0,12.0,12,4.0,0.005333333333333334,5.0,144.0,144.0,144.0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
18,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8.0,9.0,10,2.0,0.021333333333333336,5.0,64.0,72.0,81.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
17,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10.0,9.0,11,2.0,0.04633333333333334,5.0,100.0,90.0,81.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12.0,10.0,11,2.0,0.035666666666666666,4.0,144.0,120.0,100.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
18,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18.0,18.0,19,3.0,0.051666666666666666,4.0,324.0,324.0,324.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
17,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13.0,12.0,12,3.0,0.032,4.0,169.0,156.0,144.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False
18,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15.0,14.0,14,3.0,0.082,4.0,225.0,210.0,196.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
18,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15.0,13.0,15,2.0,0.048,5.0,225.0,195.0,169.0,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
18,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12.0,11.0,11,2.0,0.13366666666666668,3.2,144.0,132.0,121.0,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
17,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15.0,15.0,15,3.0,0.025,4.0,225.0,225.0,225.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False
18,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12.0,12.0,13,1.0,0.19733333333333333,4.0,144.0,144.0,144.0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
17,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18.0,18.0,18,4.0,0.032,3.0,324.0,324.0,324.0,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
18,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14.0,13.0,14,3.0,0.04266666666666667,5.0,196.0,182.0,169.0,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
17,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14.0,12.0,11,1.0,0.07133333333333333,4.0,196.0,168.0,144.0,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False
19,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10.0,9.0,0,2.0,0.07500000000000001,2.0,100.0,90.0,81.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False
18,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10.0,8.0,8,2.0,0.07833333333333334,3.2,100.0,80.0,64.0,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
18,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14.0,13.0,14,4.0,0.0,4.0,196.0,182.0,169.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
18,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16.0,15.0,16,1.0,0.07666666666666667,0.8,256.0,240.0,225.0,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
18,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12.0,10.0,11,2.0,0.07466666666666667,3.2,144.0,120.0,100.0,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
17,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11.0,11.0,10,1.0,0.05,4.0,121.0,121.0,121.0,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
17,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15.0,12.0,14,3.0,0.0,4.0,225.0,180.0,144.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17.0,17.0,18,4.0,0.025,5.0,289.0,289.0,289.0,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
19,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15.0,14.0,13,1.0,0.24,3.2,225.0,210.0,196.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
18,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14.0,12.0,12,1.0,0.176,4.0,196.0,168.0,144.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
20,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17.0,18.0,18,1.0,0.0,5.0,289.0,306.0,324.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
19,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8.0,9.0,8,0.5,0.336,3.2,64.0,72.0,81.0,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
19,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15.0,12.0,12,1.0,0.15833333333333333,3.2,225.0,180.0,144.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
19,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12.0,10.0,10,1.0,0.2793333333333333,4.0,144.0,120.0,100.0,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
19,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9.0,9.0,0,1.0,0.18333333333333335,3.2,81.0,81.0,81.0,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
19,2,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14.0,12.0,13,2.0,0.10666666666666667,2.4000000000000004,196.0,168.0,144.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
19,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13.0,11.0,11,1.0,0.1993333333333333,4.0,169.0,143.0,121.0,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
19,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13.0,10.0,11,1.0,0.2756666666666667,3.2,169.0,130.0,100.0,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
19,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15.0,13.0,13,1.0,0.3413333333333333,3.2,225.0,195.0,169.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
19,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13.0,11.0,11,1.5,0.3466666666666667,3.2,169.0,143.0,121.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
18,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8.0,8.0,0,2.0,0.025,5.0,64.0,64.0,64.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
18,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9.0,10.0,9,3.0,0.048,3.2,81.0,90.0,100.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11.0,11.0,10,3.0,0.125,4.0,121.0,121.0,121.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11.0,11.0,11,2.0,0.11066666666666668,4.0,121.0,121.0,121.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
17,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13.0,13.0,13,2.0,0.14766666666666667,4.0,169.0,169.0,169.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
17,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11.0,9.0,9,2.0,0.064,3.2,121.0,99.0,81.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11.0,11.0,11,3.0,0.066,3.0,121.0,121.0,121.0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
17,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12.0,14.0,15,3.0,0.08033333333333334,3.0,144.0,168.0,196.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
17,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16.0,15.0,15,3.0,0.07500000000000001,3.0,256.0,240.0,225.0,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9.0,12.0,11,3.0,0.066,4.0,81.0,108.0,144.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14.0,15.0,16,1.0,0.16600000000000004,4.0,196.0,210.0,225.0,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False
17,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11.0,10.0,10,1.0,0.2426666666666667,4.0,121.0,110.0,100.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
17,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10.0,9.0,9,3.0,0.08733333333333335,5.0,100.0,90.0,81.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
17,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14.0,14.0,14,3.0,0.04633333333333334,3.2,196.0,196.0,196.0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
18,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9.0,8.0,8,4.0,0.11066666666666668,4.0,81.0,72.0,64.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12.0,14.0,14,3.0,0.037333333333333336,3.2,144.0,168.0,196.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7.0,0.0,0,2.0,0.0,5.0,49.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
18,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8.0,8.0,0,2.0,0.0,3.2,64.0,64.0,64.0,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
18,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10.0,9.0,0,4.0,0.0,4.0,100.0,90.0,81.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
17,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16.0,15.0,15,3.0,0.13533333333333336,4.0,256.0,240.0,225.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
19,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14.0,13.0,13,1.5,0.22233333333333333,5.0,196.0,182.0,169.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
17,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7.0,8.0,0,2.0,0.07500000000000001,3.2,49.0,56.0,64.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
18,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16.0,15.0,17,4.0,0.037333333333333336,5.0,256.0,240.0,225.0,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
17,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9.0,10.0,10,2.0,0.09633333333333335,4.0,81.0,90.0,100.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
19,2,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11.0,12.0,11,1.5,0.20466666666666666,3.2,121.0,132.0,144.0,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
18,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10.0,10.0,0,1.0,0.18333333333333335,4.0,100.0,100.0,100.0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
18,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16.0,15.0,15,2.0,0.10866666666666668,3.2,256.0,240.0,225.0,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
17,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9.0,8.0,0,1.0,0.15833333333333333,2.4000000000000004,81.0,72.0,64.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11.0,10.0,10,3.0,0.04633333333333334,4.0,121.0,110.0,100.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13.0,13.0,14,3.0,0.11233333333333334,4.0,169.0,169.0,169.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False
18,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16.0,15.0,16,3.0,0.07300000000000001,4.0,256.0,240.0,225.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
18,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10.0,10.0,9,3.0,0.07500000000000001,4.0,100.0,100.0,100.0,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
17,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13.0,15.0,15,3.0,0.05,3.2,169.0,195.0,225.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False
18,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11.0,13.0,13,0.5,0.3866666666666667,2.0,121.0,143.0,169.0,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
19,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8.0,7.0,8,0.5,0.5426666666666667,5.0,64.0,56.0,49.0,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
17,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13.0,13.0,13,2.0,0.08566666666666668,4.0,169.0,169.0,169.0,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
18,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8.0,7.0,8,0.5,0.24566666666666667,3.2,64.0,56.0,49.0,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
19,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8.0,8.0,8,0.5,0.2546666666666667,4.0,64.0,64.0,64.0,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
17,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13.0,11.0,11,2.0,0.07133333333333333,3.2,169.0,143.0,121.0,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
18,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10.0,9.0,9,2.0,0.0,4.0,100.0,90.0,81.0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
17,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12.0,13.0,13,2.0,0.04633333333333334,4.0,144.0,156.0,169.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
17,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12.0,12.0,11,2.0,0.035666666666666666,0.8,144.0,144.0,144.0,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
18,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10.0,10.0,10,1.0,0.04633333333333334,2.4000000000000004,100.0,100.0,100.0,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
18,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18.0,16.0,16,3.0,0.0,5.0,324.0,288.0,256.0,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13.0,13.0,13,2.0,0.07500000000000001,3.2,169.0,169.0,169.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13.0,12.0,12,1.0,0.219,4.0,169.0,156.0,144.0,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
18,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11.0,11.0,10,2.0,0.05,3.2,121.0,121.0,121.0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
17,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16.0,15.0,15,2.0,0.0,1.6,256.0,240.0,225.0,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12.0,11.0,12,2.0,0.025,3.0,144.0,132.0,121.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
18,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10.0,10.0,10,2.0,0.12133333333333335,3.0,100.0,100.0,100.0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13.0,13.0,13,3.0,0.05,3.2,169.0,169.0,169.0,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
17,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7.0,6.0,0,0.5,0.15833333333333333,4.0,49.0,42.0,36.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False
18,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11.0,10.0,10,1.0,0.025,4.0,121.0,110.0,100.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14.0,12.0,11,2.0,0.15333333333333335,2.4000000000000004,196.0,168.0,144.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
19,3,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7.0,7.0,9,0.6666666666666666,0.288,2.4000000000000004,49.0,49.0,49.0,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
18,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14.0,12.0,12,1.0,0.09100000000000001,3.2,196.0,168.0,144.0,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
